,humidity,pressure,temperature,utc_time,weather,wind_direction,wind_speed
1021,10.0,1018.3,15.2,2017-03-14 05:00:00,Sunny/clear,130.5,2.3
1022,9.0,1017.3,16.05,2017-03-14 06:00:00,Sunny/clear,173.5,2.1
1023,9.0,1016.55,16.25,2017-03-14 07:00:00,Sunny/clear,194.0,2.5
1024,9.0,1016.0,16.35,2017-03-14 08:00:00,Sunny/clear,178.5,2.5
1025,10.0,1016.05,15.95,2017-03-14 09:00:00,Sunny/clear,190.5,2.9
1026,11.0,1016.2,14.4,2017-03-14 10:00:00,Sunny/clear,199.5,2.3499999999999996
1027,13.5,1016.4,12.5,2017-03-14 11:00:00,Sunny/clear,195.0,1.6
1028,16.5,1016.8,11.2,2017-03-14 12:00:00,Sunny/clear,178.5,1.75
1029,22.5,1017.55,9.45,2017-03-14 13:00:00,Sunny/clear,161.5,1.9
1030,29.5,1018.2,7.8,2017-03-14 14:00:00,Sunny/clear,153.5,2.3
1031,35.0,1019.05,6.5,2017-03-14 15:00:00,Sunny/clear,145.5,1.75
1032,39.5,1019.55,5.5,2017-03-14 16:00:00,Sunny/clear,109.5,1.7
1033,47.0,1019.95,4.1,2017-03-14 17:00:00,Sunny/clear,99.0,1.45
1034,50.0,1020.05,3.25,2017-03-14 18:00:00,Sunny/clear,91.5,1.75
1035,54.5,1019.6500000000001,2.7,2017-03-14 19:00:00,Sunny/clear,94.0,1.2
1036,54.5,1019.5,2.35,2017-03-14 20:00:00,Sunny/clear,80.0,1.35
1037,59.0,1019.4,1.8,2017-03-14 21:00:00,Sunny/clear,78.0,1.05
1038,60.0,1019.8499999999999,0.9,2017-03-14 22:00:00,Sunny/clear,65.5,1.2
1039,60.0,1019.9,0.75,2017-03-14 23:00:00,Sunny/clear,46.5,1.0
1040,49.5,1019.95,3.5,2017-03-15 00:00:00,Sunny/clear,69.5,1.6
1041,43.5,1020.0,5.7,2017-03-15 01:00:00,Sunny/clear,63.0,1.45
1042,40.0,1019.55,7.65,2017-03-15 02:00:00,Sunny/clear,82.5,1.4
1043,35.0,1018.95,8.850000000000001,2017-03-15 03:00:00,Sunny/clear,79.5,1.7
1044,32.5,1017.95,10.4,2017-03-15 04:00:00,Sunny/clear,155.0,1.6
1045,28.5,1016.4,12.4,2017-03-15 05:00:00,Sunny/clear,173.0,1.9
1046,22.0,1014.75,13.75,2017-03-15 06:00:00,Sunny/clear,197.0,2.45
1047,20.0,1013.6,14.35,2017-03-15 07:00:00,Sunny/clear,204.5,2.6
1048,19.5,1012.95,14.2,2017-03-15 08:00:00,Sunny/clear,189.0,2.8
1049,19.5,1012.7,13.85,2017-03-15 09:00:00,Sunny/clear,199.5,2.8499999999999996
1050,21.5,1012.8,12.9,2017-03-15 10:00:00,Sunny/clear,206.5,2.1
1051,25.0,1013.0,10.75,2017-03-15 11:00:00,Sunny/clear,186.5,1.2
1052,29.5,1013.0,9.45,2017-03-15 12:00:00,Sunny/clear,188.0,1.2
1053,36.0,1013.1500000000001,7.85,2017-03-15 13:00:00,Sunny/clear,157.5,1.05
1054,35.0,1013.3499999999999,6.949999999999999,2017-03-15 14:00:00,Sunny/clear,173.5,1.35
1055,40.5,1013.25,6.05,2017-03-15 15:00:00,Sunny/clear,135.5,1.15
1056,42.0,1012.95,5.25,2017-03-15 16:00:00,Sunny/clear,139.0,1.2
1057,46.0,1012.9,4.5,2017-03-15 17:00:00,Sunny/clear,171.5,1.0
1058,48.5,1012.6,3.7,2017-03-15 18:00:00,Sunny/clear,175.0,1.05
1059,54.5,1012.3499999999999,2.9,2017-03-15 19:00:00,Haze,90.5,1.0
1060,54.5,1012.3,2.25,2017-03-15 20:00:00,Sunny/clear,131.0,1.05
1061,57.0,1012.3,1.5,2017-03-15 21:00:00,Sunny/clear,95.0,1.0
1062,60.0,1012.55,1.35,2017-03-15 22:00:00,Haze,92.5,0.9
1063,60.5,1012.8,1.35,2017-03-15 23:00:00,Haze,91.5,0.8500000000000001
1064,52.0,1013.2,4.2,2017-03-16 00:00:00,Haze,110.0,1.05
1065,43.0,1013.5,6.800000000000001,2017-03-16 01:00:00,Sunny/clear,96.5,1.1
1066,35.5,1013.5,9.4,2017-03-16 02:00:00,Haze,84.5,1.2
1067,30.5,1013.0,11.5,2017-03-16 03:00:00,Sunny/clear,110.0,1.5
1068,27.0,1012.25,12.850000000000001,2017-03-16 04:00:00,Sunny/clear,169.5,1.85
1069,25.0,1011.3499999999999,13.95,2017-03-16 05:00:00,Sunny/clear,183.5,1.9
1070,22.5,1010.5,14.7,2017-03-16 06:00:00,Sunny/clear,181.5,2.3
1071,21.0,1010.1,15.25,2017-03-16 07:00:00,Sunny/clear,199.0,3.05
1072,20.5,1009.7,15.75,2017-03-16 08:00:00,Sunny/clear,198.0,2.95
1073,21.0,1009.7,15.0,2017-03-16 09:00:00,Sunny/clear,193.0,2.9000000000000004
1074,23.0,1010.0,14.1,2017-03-16 10:00:00,Sunny/clear,197.5,2.2
1075,28.5,1010.25,11.75,2017-03-16 11:00:00,Sunny/clear,187.5,1.4500000000000002
1076,34.0,1010.8,10.0,2017-03-16 12:00:00,Haze,172.0,1.15
1077,35.5,1011.55,8.95,2017-03-16 13:00:00,Haze,196.0,1.1
1078,38.0,1011.95,8.6,2017-03-16 14:00:00,Haze,207.0,1.55
1079,40.0,1011.65,8.8,2017-03-16 15:00:00,Sunny/clear,183.0,1.55
1080,42.0,1011.85,9.149999999999999,2017-03-16 16:00:00,Sunny/clear,199.0,1.9500000000000002
1081,46.0,1011.9,8.9,2017-03-16 17:00:00,Sunny/clear,196.0,2.0
1082,49.5,1011.3,7.550000000000001,2017-03-16 18:00:00,Sunny/clear,185.5,1.8
1083,54.0,1011.75,6.6,2017-03-16 19:00:00,Sunny/clear,191.0,1.25
1084,56.0,1011.35,6.199999999999999,2017-03-16 20:00:00,Sunny/clear,162.5,1.2999999999999998
1085,59.5,1011.3499999999999,5.35,2017-03-16 21:00:00,Haze,155.5,1.2
1086,60.5,1011.5,5.199999999999999,2017-03-16 22:00:00,Haze,146.0,1.2
1087,60.0,1011.8,5.35,2017-03-16 23:00:00,Haze,131.0,0.95
1088,59.0,1012.6,6.75,2017-03-17 00:00:00,Haze,181.0,1.4
1089,55.0,1012.9,8.25,2017-03-17 01:00:00,Haze,186.0,1.2000000000000002
1090,51.5,1013.1,9.25,2017-03-17 02:00:00,Haze,212.0,1.25
1091,49.0,1012.8,10.5,2017-03-17 03:00:00,Haze,206.5,1.3
1092,45.0,1012.05,11.850000000000001,2017-03-17 04:00:00,Haze,165.5,1.4
1093,42.5,1011.6500000000001,13.25,2017-03-17 05:00:00,Haze,178.5,1.6
1094,40.0,1010.95,14.3,2017-03-17 06:00:00,Haze,190.5,2.2
1095,37.0,1010.4,15.0,2017-03-17 07:00:00,Haze,195.5,2.7
1096,37.0,1010.25,15.149999999999999,2017-03-17 08:00:00,Haze,204.0,2.6500000000000004
1097,38.0,1010.45,14.55,2017-03-17 09:00:00,Haze,199.0,2.4
1098,41.0,1010.8499999999999,13.45,2017-03-17 10:00:00,Haze,199.5,1.25
1099,49.0,1011.45,10.850000000000001,2017-03-17 11:00:00,Haze,190.0,0.9500000000000001
1100,54.5,1012.1,9.45,2017-03-17 12:00:00,Haze,214.0,1.05
1101,58.5,1013.05,8.0,2017-03-17 13:00:00,Haze,189.0,0.8500000000000001
1102,62.0,1013.55,7.0,2017-03-17 14:00:00,Haze,206.5,0.95
1103,67.0,1013.8,5.9,2017-03-17 15:00:00,Haze,238.0,0.75
1104,69.5,1014.05,5.35,2017-03-17 16:00:00,Haze,234.5,0.7
1105,70.5,1014.25,5.0,2017-03-17 17:00:00,Haze,221.0,0.9
1106,72.5,1014.5,4.4,2017-03-17 18:00:00,Haze,183.5,1.05
1107,71.5,1014.55,4.3,2017-03-17 19:00:00,Haze,76.5,0.9
1108,74.0,1014.8499999999999,4.15,2017-03-17 20:00:00,Haze,72.5,0.8500000000000001
1109,74.0,1015.3499999999999,3.5,2017-03-17 21:00:00,Haze,290.5,1.0
1110,76.5,1016.1,2.95,2017-03-17 22:00:00,Haze,222.5,1.05
1111,74.5,1016.8,3.7,2017-03-17 23:00:00,Haze,158.5,1.05
1112,66.5,1017.45,6.4,2017-03-18 00:00:00,Haze,109.5,1.2
1113,49.5,1017.8499999999999,10.05,2017-03-18 01:00:00,Haze,65.0,1.55
1114,40.0,1018.2,12.850000000000001,2017-03-18 02:00:00,Haze,73.5,1.75
1115,33.0,1017.8499999999999,15.1,2017-03-18 03:00:00,Haze,55.5,2.1
1116,28.0,1017.4,16.6,2017-03-18 04:00:00,Sunny/clear,99.5,2.05
1117,27.0,1016.6,17.700000000000003,2017-03-18 05:00:00,Haze,159.5,2.1
1118,23.0,1015.9,18.35,2017-03-18 06:00:00,Haze,163.5,2.6500000000000004
1119,22.0,1015.6500000000001,18.5,2017-03-18 07:00:00,Sunny/clear,156.5,3.2
1120,21.5,1015.45,18.2,2017-03-18 08:00:00,Sunny/clear,184.0,3.1
1121,25.0,1015.5,17.45,2017-03-18 09:00:00,Haze,182.5,2.8
1122,29.0,1015.75,16.35,2017-03-18 10:00:00,Haze,181.0,1.7
1123,33.0,1016.05,14.55,2017-03-18 11:00:00,Haze,191.0,1.4
1124,37.5,1016.6500000000001,13.2,2017-03-18 12:00:00,Haze,167.0,1.6
1125,40.0,1017.25,12.7,2017-03-18 13:00:00,Haze,174.5,1.6
1126,45.0,1017.95,11.5,2017-03-18 14:00:00,Haze,164.5,1.5
1127,50.0,1018.05,10.75,2017-03-18 15:00:00,Haze,151.5,1.5
1128,56.0,1018.1,9.5,2017-03-18 16:00:00,Haze,181.0,1.15
1129,61.0,1018.1500000000001,7.8,2017-03-18 17:00:00,Haze,94.5,1.0
1130,64.5,1018.25,6.8,2017-03-18 18:00:00,Haze,81.5,0.95
1131,69.0,1018.4,6.35,2017-03-18 19:00:00,Haze,90.0,1.05
1132,71.0,1018.5,6.0,2017-03-18 20:00:00,Haze,91.0,1.05
1133,73.5,1018.8499999999999,5.5,2017-03-18 21:00:00,Haze,79.0,1.1
1134,76.5,1019.25,5.0,2017-03-18 22:00:00,Haze,90.5,0.75
1135,78.5,1019.6,4.8,2017-03-18 23:00:00,Haze,174.0,0.8
1136,70.5,1019.8,6.55,2017-03-19 00:00:00,Haze,87.0,0.8
1137,61.0,1019.75,8.7,2017-03-19 01:00:00,Haze,64.5,1.3
1138,55.0,1019.45,10.850000000000001,2017-03-19 02:00:00,Haze,89.5,1.55
1139,49.0,1018.9,12.4,2017-03-19 03:00:00,Haze,86.0,1.8
1140,45.5,1018.0,14.0,2017-03-19 04:00:00,Haze,128.5,1.65
1141,42.0,1016.75,15.85,2017-03-19 05:00:00,Haze,164.5,2.05
1142,39.0,1015.4,17.15,2017-03-19 06:00:00,Haze,168.5,2.45
1143,37.0,1014.55,17.55,2017-03-19 07:00:00,Haze,181.5,3.0
1144,36.0,1013.95,17.75,2017-03-19 08:00:00,Haze,184.0,3.1500000000000004
1145,36.5,1013.7,17.1,2017-03-19 09:00:00,Haze,185.0,2.6500000000000004
1146,38.5,1013.9,16.35,2017-03-19 10:00:00,Haze,185.5,2.1
1147,43.0,1014.1500000000001,14.7,2017-03-19 11:00:00,Haze,154.0,1.7000000000000002
1148,46.5,1014.7,14.2,2017-03-19 12:00:00,Haze,135.0,1.7
1149,49.0,1014.8,13.3,2017-03-19 13:00:00,Haze,145.5,1.75
1150,50.0,1014.7,12.45,2017-03-19 14:00:00,Haze,131.0,1.4
1151,54.0,1014.6500000000001,11.75,2017-03-19 15:00:00,Haze,93.5,1.1
1152,57.5,1014.3,10.649999999999999,2017-03-19 16:00:00,Haze,93.0,1.2
1153,60.0,1014.05,9.95,2017-03-19 17:00:00,Haze,79.0,1.15
1154,61.5,1013.75,9.350000000000001,2017-03-19 18:00:00,Haze,86.0,1.1
1155,63.0,1013.3,9.3,2017-03-19 19:00:00,Haze,81.0,1.1
1156,63.0,1012.95,9.350000000000001,2017-03-19 20:00:00,Haze,79.0,0.95
1157,63.5,1012.8499999999999,9.149999999999999,2017-03-19 21:00:00,Haze,94.0,1.0
1158,63.5,1012.9,8.9,2017-03-19 22:00:00,Haze,65.0,1.1
1159,62.5,1013.5,9.0,2017-03-19 23:00:00,Haze,65.0,1.1
1160,57.0,1013.7,9.600000000000001,2017-03-20 00:00:00,Haze,76.5,1.25
1161,51.0,1014.1500000000001,10.8,2017-03-20 01:00:00,Haze,63.0,1.45
1162,48.0,1014.9,11.649999999999999,2017-03-20 02:00:00,Haze,78.0,2.15
1163,46.0,1015.05,11.85,2017-03-20 03:00:00,Haze,70.5,2.6500000000000004
1164,51.0,1015.1500000000001,11.850000000000001,2017-03-20 04:00:00,Haze,70.5,3.6500000000000004
1165,60.5,1015.5,10.15,2017-03-20 05:00:00,Haze,54.0,3.3499999999999996
1166,76.5,1015.45,9.55,2017-03-20 06:00:00,Rain,44.5,2.95
1167,85.0,1015.6,8.15,2017-03-20 07:00:00,Haze,54.5,2.45
1168,86.0,1016.0,7.3,2017-03-20 08:00:00,Haze,66.0,2.3
1169,84.0,1016.2,6.9,2017-03-20 09:00:00,Haze,52.0,1.75
1170,85.0,1016.8,6.4,2017-03-20 10:00:00,Haze,51.5,1.65
1171,83.5,1016.95,6.35,2017-03-20 11:00:00,Haze,53.0,1.25
1172,83.0,1018.0,6.45,2017-03-20 12:00:00,Haze,103.0,1.25
1173,85.5,1018.6,6.35,2017-03-20 13:00:00,Haze,56.5,1.2
1174,85.0,1019.0,6.3,2017-03-20 14:00:00,Haze,84.0,1.15
1175,83.0,1019.4,6.15,2017-03-20 15:00:00,Haze,184.0,0.9
1176,82.5,1019.3,6.1,2017-03-20 16:00:00,Haze,206.5,0.95
1177,85.5,1019.4,6.1,2017-03-20 17:00:00,Haze,77.0,0.95
1178,85.0,1019.45,6.2,2017-03-20 18:00:00,Haze,66.5,0.95
1179,84.0,1019.2,6.0,2017-03-20 19:00:00,Haze,115.0,0.9
1180,85.5,1019.1,5.75,2017-03-20 20:00:00,Haze,173.0,0.8500000000000001
1181,88.5,1019.3,4.550000000000001,2017-03-20 21:00:00,Haze,213.0,0.9
1182,91.0,1019.55,3.8499999999999996,2017-03-20 22:00:00,Fog,64.5,0.9
1183,90.5,1019.9,3.45,2017-03-20 23:00:00,Fog,78.5,1.05
1184,83.5,1020.55,4.85,2017-03-21 00:00:00,Fog,67.5,1.2
1185,70.0,1020.6,6.95,2017-03-21 01:00:00,Haze,60.0,1.7000000000000002
1186,57.0,1020.1,8.5,2017-03-21 02:00:00,Haze,111.5,1.3
1187,53.0,1019.3499999999999,9.8,2017-03-21 03:00:00,Haze,182.5,1.65
1188,46.0,1018.1500000000001,11.0,2017-03-21 04:00:00,Haze,152.0,1.65
1189,41.0,1016.8,12.149999999999999,2017-03-21 05:00:00,Haze,203.0,1.8
1190,37.5,1015.55,13.0,2017-03-21 06:00:00,Sunny/clear,219.0,2.1500000000000004
1191,35.0,1014.6,13.4,2017-03-21 07:00:00,Sunny/clear,217.5,2.55
1192,36.0,1014.0,13.350000000000001,2017-03-21 08:00:00,Haze,206.5,2.95
1193,39.5,1013.6,12.8,2017-03-21 09:00:00,Haze,213.0,2.75
1194,41.5,1013.6500000000001,12.0,2017-03-21 10:00:00,Haze,216.0,2.55
1195,44.0,1013.9,10.55,2017-03-21 11:00:00,Haze,204.0,1.8
1196,47.0,1014.3,9.8,2017-03-21 12:00:00,Haze,193.0,1.45
1197,50.0,1014.75,8.8,2017-03-21 13:00:00,Haze,195.0,1.8
1198,53.0,1014.45,8.0,2017-03-21 14:00:00,Haze,191.5,1.55
1199,57.0,1014.1500000000001,7.199999999999999,2017-03-21 15:00:00,Haze,189.0,1.25
1200,63.5,1013.6,6.2,2017-03-21 16:00:00,Haze,172.5,1.1
1201,68.0,1013.6,5.15,2017-03-21 17:00:00,Haze,150.0,0.95
1202,72.0,1013.2,4.1,2017-03-21 18:00:00,Haze,149.5,1.1
1203,76.0,1012.55,3.7,2017-03-21 19:00:00,Haze,105.5,0.7
1204,79.0,1012.7,2.9,2017-03-21 20:00:00,Haze,168.0,0.8500000000000001
1205,81.5,1012.8,2.25,2017-03-21 21:00:00,Haze,188.5,0.8500000000000001
1206,84.0,1012.9,2.2,2017-03-21 22:00:00,Haze,139.0,0.95
1207,78.5,1013.2,2.9,2017-03-21 23:00:00,Haze,66.0,1.2
1208,72.5,1013.6500000000001,5.25,2017-03-22 00:00:00,Haze,92.5,1.1
1209,60.5,1013.8499999999999,7.2,2017-03-22 01:00:00,Haze,80.5,1.3
1210,54.0,1013.8499999999999,8.75,2017-03-22 02:00:00,Haze,127.5,1.15
1211,49.0,1013.45,10.25,2017-03-22 03:00:00,Haze,104.5,1.35
1212,44.0,1012.8,11.5,2017-03-22 04:00:00,Haze,174.5,1.5
1213,39.5,1011.9,12.45,2017-03-22 05:00:00,Haze,216.0,1.7
1214,37.0,1011.3,12.95,2017-03-22 06:00:00,Haze,186.0,1.85
1215,35.0,1011.25,13.149999999999999,2017-03-22 07:00:00,Haze,182.0,2.3
1216,35.5,1011.1500000000001,13.0,2017-03-22 08:00:00,Haze,202.0,2.2
1217,36.5,1011.1500000000001,12.7,2017-03-22 09:00:00,Haze,186.5,1.65
1218,40.0,1011.6500000000001,12.25,2017-03-22 10:00:00,Haze,157.0,1.25
1219,43.0,1011.8,11.5,2017-03-22 11:00:00,Haze,194.5,1.1
1220,47.5,1012.1,10.899999999999999,2017-03-22 12:00:00,Haze,156.0,0.8500000000000001
1221,52.5,1012.7,10.8,2017-03-22 13:00:00,Haze,178.5,1.25
1222,54.0,1013.25,10.850000000000001,2017-03-22 14:00:00,Haze,221.5,1.3
1223,60.5,1013.9,9.6,2017-03-22 15:00:00,Haze,198.0,1.2999999999999998
1224,68.5,1014.4,8.95,2017-03-22 16:00:00,Haze,208.5,1.85
1225,81.0,1014.6500000000001,8.350000000000001,2017-03-22 17:00:00,Haze,214.0,1.15
1226,88.0,1014.6,8.1,2017-03-22 18:00:00,Haze,173.0,1.05
1227,91.5,1014.5,7.75,2017-03-22 19:00:00,Fog,97.5,0.95
1228,92.0,1014.55,7.55,2017-03-22 20:00:00,Fog,96.5,1.45
1229,92.0,1014.95,7.300000000000001,2017-03-22 21:00:00,Fog,81.5,1.1
1230,91.0,1015.8499999999999,7.05,2017-03-22 22:00:00,Fog,95.0,1.05
1231,88.5,1016.8,6.5,2017-03-22 23:00:00,Fog,93.0,1.9000000000000001
1232,88.5,1017.75,6.05,2017-03-23 00:00:00,Rain,88.5,2.3499999999999996
1233,86.0,1018.8,5.5,2017-03-23 01:00:00,Haze,78.0,2.8
1234,87.0,1019.5,5.25,2017-03-23 02:00:00,Haze,79.0,2.05
1235,86.0,1019.0,5.7,2017-03-23 03:00:00,Haze,106.0,2.15
1236,83.0,1018.9,5.9,2017-03-23 04:00:00,Haze,288.0,2.4
1237,78.0,1018.3499999999999,6.2,2017-03-23 05:00:00,Haze,126.0,1.85
1238,75.5,1017.8499999999999,6.300000000000001,2017-03-23 06:00:00,Haze,148.5,1.85
1239,72.0,1017.95,6.449999999999999,2017-03-23 07:00:00,Haze,112.0,1.4500000000000002
1240,75.0,1017.5,6.55,2017-03-23 08:00:00,Haze,99.0,1.6
1241,74.5,1016.9,6.7,2017-03-23 09:00:00,Haze,88.5,1.4
1242,76.0,1017.8,6.6,2017-03-23 10:00:00,Haze,146.0,1.3
1243,79.0,1018.0,6.15,2017-03-23 11:00:00,Haze,231.5,1.1
1244,80.0,1018.2,5.9,2017-03-23 12:00:00,Haze,295.0,1.1
1245,80.5,1018.3,5.949999999999999,2017-03-23 13:00:00,Haze,309.5,1.0
1246,81.5,1018.3,5.85,2017-03-23 14:00:00,Haze,125.0,1.1
1247,84.0,1018.1,5.75,2017-03-23 15:00:00,Haze,153.5,1.0
1248,88.5,1017.7,5.3,2017-03-23 16:00:00,Haze,158.0,1.15
1249,86.5,1017.6,4.8,2017-03-23 17:00:00,Fog,141.0,1.5
1250,87.5,1017.75,3.8,2017-03-23 18:00:00,Haze,148.0,1.85
1251,89.5,1017.3499999999999,2.6,2017-03-23 19:00:00,Fog,131.5,1.85
1252,92.0,1017.3,1.85,2017-03-23 20:00:00,Fog,153.5,1.2000000000000002
1253,92.5,1016.95,1.35,2017-03-23 21:00:00,Fog,96.0,1.1
1254,93.5,1017.05,1.2000000000000002,2017-03-23 22:00:00,Fog,103.0,1.15
1255,94.0,1017.0,1.2999999999999998,2017-03-23 23:00:00,Fog,89.0,1.5
1256,94.0,1017.05,1.55,2017-03-24 00:00:00,Rain,72.0,1.2
1257,93.0,1017.2,1.85,2017-03-24 01:00:00,Fog,80.5,1.4
1258,92.0,1017.05,2.1,2017-03-24 02:00:00,Fog,67.5,1.65
1259,92.0,1016.8499999999999,2.6,2017-03-24 03:00:00,Fog,67.5,1.45
1260,92.0,1016.0,2.9,2017-03-24 04:00:00,Fog,60.5,1.55
1261,92.0,1015.6,3.1500000000000004,2017-03-24 05:00:00,Fog,73.5,1.6
1262,92.5,1014.8,3.3499999999999996,2017-03-24 06:00:00,Rain,46.5,1.75
1263,91.5,1014.5,3.5,2017-03-24 07:00:00,Fog,56.0,1.5
1264,91.0,1014.25,3.5,2017-03-24 08:00:00,Fog,62.5,1.4
1265,91.0,1014.3,3.6500000000000004,2017-03-24 09:00:00,Fog,49.0,1.25
1266,91.0,1014.55,3.75,2017-03-24 10:00:00,Fog,242.5,1.25
1267,91.0,1014.9,3.45,2017-03-24 11:00:00,Fog,281.5,1.15
1268,92.0,1015.4,3.05,2017-03-24 12:00:00,Rain,223.0,0.8500000000000001
1269,92.5,1015.55,2.9,2017-03-24 13:00:00,Fog,315.0,0.9
1270,93.0,1015.3,2.9000000000000004,2017-03-24 14:00:00,Fog,243.0,0.8
1271,94.0,1015.3,2.65,2017-03-24 15:00:00,Fog,251.0,0.7
1272,94.0,1014.95,2.5999999999999996,2017-03-24 16:00:00,Fog,227.0,0.5
1273,94.0,1014.55,2.05,2017-03-24 17:00:00,Fog,241.0,0.7
1274,95.0,1014.25,1.7999999999999998,2017-03-24 18:00:00,Fog,237.0,0.8
1275,95.5,1013.8,1.65,2017-03-24 19:00:00,Fog,265.0,0.8
1276,96.0,1013.7,1.45,2017-03-24 20:00:00,Fog,226.0,0.9
1277,96.0,1013.55,1.55,2017-03-24 21:00:00,Fog,245.0,0.7
1278,96.0,1013.6500000000001,1.5,2017-03-24 22:00:00,Fog,240.0,0.7
1279,96.0,1014.05,1.85,2017-03-24 23:00:00,Fog,245.0,0.7
1280,95.0,1014.45,3.1500000000000004,2017-03-25 00:00:00,Fog,223.5,0.95
1281,85.5,1014.8499999999999,4.949999999999999,2017-03-25 01:00:00,Fog,111.5,1.2
1282,71.5,1014.8499999999999,7.35,2017-03-25 02:00:00,Sunny/clear,142.0,1.4
1283,60.0,1014.6,9.25,2017-03-25 03:00:00,Sunny/clear,150.5,1.5499999999999998
1284,47.0,1014.0,11.25,2017-03-25 04:00:00,Sunny/clear,254.0,2.1
1285,40.0,1013.3,12.8,2017-03-25 05:00:00,Sunny/clear,283.0,2.2
1286,35.5,1012.6,12.9,2017-03-25 06:00:00,Sunny/clear,281.0,2.45
1287,32.5,1012.4,13.1,2017-03-25 07:00:00,Sunny/clear,275.5,2.55
1288,28.0,1012.0,13.149999999999999,2017-03-25 08:00:00,Sunny/clear,291.5,2.9
1289,26.5,1012.05,12.65,2017-03-25 09:00:00,Sunny/clear,307.0,2.8499999999999996
1290,26.5,1012.4,11.65,2017-03-25 10:00:00,Sunny/clear,305.5,2.5
1291,27.5,1013.25,10.850000000000001,2017-03-25 11:00:00,Sunny/clear,314.5,2.4
1292,28.5,1013.8499999999999,10.45,2017-03-25 12:00:00,Sunny/clear,333.5,2.45
1293,28.5,1014.6,10.149999999999999,2017-03-25 13:00:00,Sunny/clear,323.5,2.75
1294,33.0,1014.8499999999999,9.55,2017-03-25 14:00:00,Sunny/clear,318.5,2.3
1295,35.0,1014.7,9.1,2017-03-25 15:00:00,Sunny/clear,310.0,2.25
1296,33.5,1014.4,8.75,2017-03-25 16:00:00,Sunny/clear,307.0,2.55
1297,34.0,1014.05,8.5,2017-03-25 17:00:00,Sunny/clear,307.5,2.4000000000000004
1298,35.5,1013.8499999999999,7.95,2017-03-25 18:00:00,Sunny/clear,316.0,2.5
1299,37.5,1013.55,7.4,2017-03-25 19:00:00,Sunny/clear,312.0,2.3499999999999996
1300,37.0,1013.3499999999999,6.25,2017-03-25 20:00:00,Sunny/clear,312.0,2.4
1301,37.5,1013.2,6.4,2017-03-25 21:00:00,Sunny/clear,306.5,1.9
1302,38.0,1013.3499999999999,6.35,2017-03-25 22:00:00,Sunny/clear,306.5,2.05
1303,37.0,1013.8499999999999,6.9,2017-03-25 23:00:00,Sunny/clear,298.0,2.1
1304,34.0,1014.3499999999999,7.9,2017-03-26 00:00:00,Sunny/clear,309.0,2.75
1305,32.0,1014.6,9.05,2017-03-26 01:00:00,Sunny/clear,306.5,3.45
1306,30.0,1014.75,10.05,2017-03-26 02:00:00,Sunny/clear,328.5,3.55
1307,27.5,1014.6,11.25,2017-03-26 03:00:00,Sunny/clear,318.5,3.5
1308,25.0,1014.05,12.25,2017-03-26 04:00:00,Sunny/clear,303.5,3.4
1309,23.5,1013.3499999999999,12.55,2017-03-26 05:00:00,Sunny/clear,313.5,3.6500000000000004
1310,23.5,1012.35,12.149999999999999,2017-03-26 06:00:00,Sunny/clear,294.0,3.5
1311,22.5,1012.05,13.350000000000001,2017-03-26 07:00:00,Sunny/clear,306.5,3.5
1312,23.5,1011.7,13.649999999999999,2017-03-26 08:00:00,Sunny/clear,291.0,3.45
1313,27.0,1012.7,11.9,2017-03-26 09:00:00,Sunny/clear,312.0,3.6500000000000004
1314,33.0,1013.3,10.9,2017-03-26 10:00:00,Sunny/clear,303.0,3.2
1315,41.0,1013.5,9.0,2017-03-26 11:00:00,Sunny/clear,289.0,2.1
1316,46.0,1014.0,8.1,2017-03-26 12:00:00,Sunny/clear,261.0,1.35
1317,48.5,1014.3,6.85,2017-03-26 13:00:00,Sunny/clear,263.0,1.2
1318,49.0,1014.7,6.75,2017-03-26 14:00:00,Sunny/clear,281.5,1.8
1319,50.5,1014.7,6.9,2017-03-26 15:00:00,Sunny/clear,286.5,1.6
1320,53.5,1014.8,6.45,2017-03-26 16:00:00,Sunny/clear,286.5,1.6
1321,54.5,1014.85,5.65,2017-03-26 17:00:00,Sunny/clear,241.5,1.4
1322,60.0,1014.8499999999999,4.8,2017-03-26 18:00:00,Sunny/clear,252.5,1.35
1323,67.0,1014.8499999999999,3.75,2017-03-26 19:00:00,Sunny/clear,171.5,1.3
1324,65.5,1014.8499999999999,3.2,2017-03-26 20:00:00,Sunny/clear,143.0,1.15
1325,62.0,1015.2,3.4,2017-03-26 21:00:00,Sunny/clear,138.0,1.3
1326,62.5,1015.7,2.9000000000000004,2017-03-26 22:00:00,Sunny/clear,292.5,1.45
1327,59.5,1016.45,4.25,2017-03-26 23:00:00,Sunny/clear,182.5,1.15
1328,41.0,1016.8,7.95,2017-03-27 00:00:00,Sunny/clear,79.0,1.65
1329,30.0,1017.1500000000001,9.5,2017-03-27 01:00:00,Sunny/clear,184.0,2.75
1330,27.0,1017.3,10.7,2017-03-27 02:00:00,Sunny/clear,129.0,2.75
1331,23.0,1016.8499999999999,11.5,2017-03-27 03:00:00,Sunny/clear,72.0,3.05
1332,22.0,1016.0,12.55,2017-03-27 04:00:00,Sunny/clear,100.5,2.7
1333,19.5,1014.75,13.149999999999999,2017-03-27 05:00:00,Sunny/clear,262.5,2.3
1334,17.0,1012.7,14.05,2017-03-27 06:00:00,Sunny/clear,205.5,2.25
